Individual{TOC=23397.859003059402, NV=74}
Individual{TOC=22749.150330184784, NV=81}
Individual{TOC=25146.60389498636, NV=55}
Individual{TOC=24948.26370307719, NV=63}
Individual{TOC=24603.64007329172, NV=67}
Individual{TOC=24596.689855431512, NV=70}
Individual{TOC=21290.752912112886, NV=123}
Individual{TOC=21114.850377904626, NV=129}
Individual{TOC=21071.967977187756, NV=131}
Individual{TOC=26472.98962472596, NV=52}
Individual{TOC=23083.072154302943, NV=77}
Individual{TOC=22457.45439651764, NV=87}
Individual{TOC=21473.14237077445, NV=106}
Individual{TOC=20896.95275825846, NV=143}
Individual{TOC=20455.444349808466, NV=151}
Individual{TOC=26698.45064746764, NV=50}
Individual{TOC=21543.475565091423, NV=101}
Individual{TOC=25959.246173969754, NV=54}
Individual{TOC=22025.8236111826, NV=90}
Individual{TOC=25126.17370377562, NV=60}
Individual{TOC=24733.681342268206, NV=66}
Individual{TOC=23668.68435676374, NV=73}
Individual{TOC=24501.67240386954, NV=72}
Individual{TOC=21331.03277880387, NV=122}
Individual{TOC=20083.513252154495, NV=152}
runTime = 7956.423092ms
