Individual{TOC=17410.61656379541, NV=40}
Individual{TOC=17771.421473577204, NV=39}
Individual{TOC=20590.94165359749, NV=34}
Individual{TOC=17309.057389806923, NV=41}
Individual{TOC=18539.010719849517, NV=37}
Individual{TOC=19043.993226013066, NV=35}
Individual{TOC=17993.662283116955, NV=38}
Individual{TOC=14270.084507702308, NV=50}
Individual{TOC=15119.837898352367, NV=44}
Individual{TOC=18722.384368686333, NV=36}
Individual{TOC=14161.033627529003, NV=51}
Individual{TOC=14525.921672020153, NV=47}
Individual{TOC=14772.117701961366, NV=46}
Individual{TOC=15090.431830744015, NV=45}
Individual{TOC=15212.348152912135, NV=43}
Individual{TOC=15318.995410932363, NV=42}
runTime = 1795640.996707ms
