Individual{TOC=17063.972368544426, NV=44}
Individual{TOC=18422.704397693804, NV=33}
Individual{TOC=16887.542392630716, NV=65}
Individual{TOC=17019.17715742648, NV=51}
Individual{TOC=17091.338718323044, NV=42}
Individual{TOC=17138.61578060393, NV=41}
Individual{TOC=17148.484061891442, NV=40}
Individual{TOC=17354.914827606604, NV=39}
Individual{TOC=19405.729889608487, NV=30}
Individual{TOC=18729.349286594155, NV=32}
Individual{TOC=17505.791327275398, NV=38}
Individual{TOC=17074.43288904686, NV=43}
Individual{TOC=19095.747598593094, NV=31}
Individual{TOC=17861.254146463732, NV=34}
Individual{TOC=17631.244190166235, NV=35}
runTime = 1669299.957873ms
