Individual{TOC=17506.867498128562, NV=39}
Individual{TOC=16327.292430926116, NV=45}
Individual{TOC=16682.71581343412, NV=44}
Individual{TOC=17319.77720171721, NV=40}
Individual{TOC=18670.60438521689, NV=36}
Individual{TOC=17751.361894858797, NV=38}
Individual{TOC=17782.01152173482, NV=37}
Individual{TOC=15913.045089911027, NV=50}
Individual{TOC=15671.7069886038, NV=51}
Individual{TOC=15954.319640990065, NV=49}
Individual{TOC=15991.16924612732, NV=48}
Individual{TOC=16056.84596639191, NV=47}
Individual{TOC=16703.794442906365, NV=43}
Individual{TOC=16981.384782448396, NV=41}
runTime = 1478374.481106ms
