Individual{TOC=14872.214244282926, NV=31}
Individual{TOC=13562.012667108915, NV=32}
Individual{TOC=12464.633565623582, NV=37}
Individual{TOC=12635.695195852606, NV=36}
Individual{TOC=11739.201862167816, NV=48}
Individual{TOC=11883.428970231767, NV=46}
Individual{TOC=12158.401298129227, NV=45}
Individual{TOC=12220.431008983402, NV=43}
Individual{TOC=12336.508191094465, NV=40}
Individual{TOC=12447.813307336944, NV=39}
Individual{TOC=12801.13169378373, NV=35}
Individual{TOC=13146.092076461873, NV=33}
runTime = 2048963.658607ms
