Individual{TOC=12844.565100592425, NV=47}
Individual{TOC=13263.497168711798, NV=41}
Individual{TOC=14041.067610452315, NV=38}
Individual{TOC=15941.795873241006, NV=34}
Individual{TOC=12960.312403865339, NV=44}
Individual{TOC=12771.009314314455, NV=51}
Individual{TOC=12889.903941475255, NV=45}
Individual{TOC=13003.98006901177, NV=42}
Individual{TOC=13301.644422831914, NV=40}
Individual{TOC=13516.398722060445, NV=39}
Individual{TOC=14660.110956317832, NV=37}
Individual{TOC=15202.01380964581, NV=35}
runTime = 2451947.340595ms
