Individual{TOC=17377.745808696218, NV=39}
Individual{TOC=20646.281927488493, NV=37}
Individual{TOC=15840.381508070377, NV=69}
Individual{TOC=16006.865810108218, NV=61}
Individual{TOC=16073.015476697512, NV=58}
Individual{TOC=16310.272057054684, NV=52}
Individual{TOC=17162.568987469338, NV=40}
Individual{TOC=16989.93875876029, NV=42}
Individual{TOC=21275.775034778835, NV=36}
Individual{TOC=16805.88753057955, NV=47}
Individual{TOC=17511.663764866164, NV=38}
Individual{TOC=15769.359123323256, NV=71}
Individual{TOC=15881.030962428102, NV=65}
Individual{TOC=16457.75588954632, NV=51}
Individual{TOC=16602.14679739246, NV=50}
Individual{TOC=16613.009439851063, NV=49}
runTime = 2220554.280671ms
