Individual{TOC=16659.279496368017, NV=37}
Individual{TOC=15032.121955697789, NV=42}
Individual{TOC=14256.947071550167, NV=51}
Individual{TOC=15364.076093040883, NV=38}
Individual{TOC=15254.324810832293, NV=40}
Individual{TOC=15313.874350332359, NV=39}
Individual{TOC=14570.598699840302, NV=44}
Individual{TOC=13860.260516552189, NV=72}
Individual{TOC=14079.230438042772, NV=53}
Individual{TOC=14165.865862857965, NV=52}
Individual{TOC=14297.218410279233, NV=49}
Individual{TOC=14351.467289101462, NV=46}
Individual{TOC=14481.611136408146, NV=45}
Individual{TOC=14771.683097143978, NV=43}
Individual{TOC=15139.036492376481, NV=41}
runTime = 2063603.688778ms
