Individual{TOC=16785.65497158802, NV=37}
Individual{TOC=15982.825455418508, NV=39}
Individual{TOC=15881.29417953876, NV=40}
Individual{TOC=17823.55955455066, NV=36}
Individual{TOC=14590.338905886165, NV=55}
Individual{TOC=14892.72453198092, NV=43}
Individual{TOC=13925.94001141921, NV=75}
Individual{TOC=16337.198498303025, NV=38}
Individual{TOC=14962.64246423566, NV=41}
Individual{TOC=14818.310985946748, NV=46}
Individual{TOC=14504.52088742158, NV=56}
Individual{TOC=13852.596173269465, NV=79}
Individual{TOC=14123.090818004393, NV=69}
Individual{TOC=14370.609401569001, NV=65}
Individual{TOC=14480.34174754605, NV=60}
Individual{TOC=14632.768896426207, NV=54}
Individual{TOC=14680.346185838682, NV=47}
runTime = 1825607.581288ms
