Individual{TOC=17896.88637635799, NV=37}
Individual{TOC=18256.68017104574, NV=36}
Individual{TOC=18875.65879954224, NV=35}
Individual{TOC=15968.986134802073, NV=41}
Individual{TOC=15133.328923557834, NV=47}
Individual{TOC=14989.171452806982, NV=51}
Individual{TOC=15086.889695171369, NV=49}
Individual{TOC=17551.245008499587, NV=38}
Individual{TOC=15380.475173635343, NV=46}
Individual{TOC=15960.604881496503, NV=42}
Individual{TOC=15040.033125567625, NV=50}
Individual{TOC=15394.560388565957, NV=45}
Individual{TOC=15676.848910185152, NV=43}
Individual{TOC=15422.663694294624, NV=44}
runTime = 1186801.434179ms
