Individual{TOC=14150.981473579057, NV=44}
Individual{TOC=14367.219189978314, NV=39}
Individual{TOC=14134.995016990315, NV=47}
Individual{TOC=14300.920850781868, NV=41}
Individual{TOC=15392.108683303168, NV=33}
Individual{TOC=15500.247566413791, NV=32}
Individual{TOC=15911.117935344493, NV=30}
Individual{TOC=14686.692260701926, NV=36}
Individual{TOC=14626.850771409318, NV=37}
Individual{TOC=15511.314514670803, NV=31}
Individual{TOC=14975.688449002115, NV=34}
Individual{TOC=16051.933614443387, NV=29}
Individual{TOC=16454.49852052381, NV=28}
Individual{TOC=14725.388357918662, NV=35}
Individual{TOC=14518.485776715122, NV=38}
runTime = 1729868.767584ms
