Individual{TOC=17562.511452114308, NV=34}
Individual{TOC=15345.713557080262, NV=64}
Individual{TOC=15457.801010165438, NV=61}
Individual{TOC=15804.818322346497, NV=52}
Individual{TOC=15571.515072899074, NV=55}
Individual{TOC=17250.417905122642, NV=35}
Individual{TOC=17736.466637081423, NV=32}
Individual{TOC=16402.224044870774, NV=38}
Individual{TOC=16195.967986443946, NV=41}
Individual{TOC=16975.867568841873, NV=36}
Individual{TOC=15900.888349418163, NV=49}
Individual{TOC=15970.009260467818, NV=44}
Individual{TOC=17620.271750681713, NV=33}
Individual{TOC=16434.18713532045, NV=37}
Individual{TOC=17955.060816524914, NV=31}
runTime = 1644690.36148ms
