Individual{TOC=16830.329697376324, NV=51}
Individual{TOC=16399.22566384906, NV=55}
Individual{TOC=17756.120467515575, NV=41}
Individual{TOC=16952.68664067899, NV=48}
Individual{TOC=17517.526649823696, NV=43}
Individual{TOC=18459.966551380396, NV=38}
Individual{TOC=17300.515732074473, NV=44}
Individual{TOC=16908.717954334006, NV=49}
Individual{TOC=15487.943498888868, NV=69}
Individual{TOC=15538.158505304986, NV=66}
Individual{TOC=15847.058027957015, NV=61}
Individual{TOC=15977.812122380434, NV=57}
Individual{TOC=17206.838715881928, NV=45}
Individual{TOC=17592.645919461378, NV=42}
Individual{TOC=17034.68478557007, NV=47}
Individual{TOC=18760.010371082873, NV=37}
Individual{TOC=18088.544698772184, NV=39}
Individual{TOC=16635.08199877134, NV=52}
Individual{TOC=19687.21292174143, NV=36}
Individual{TOC=21367.42665564633, NV=35}
runTime = 1954761.053395ms
