Individual{TOC=16306.125848082916, NV=41}
Individual{TOC=15155.74091280938, NV=72}
Individual{TOC=15192.978172964988, NV=63}
Individual{TOC=16851.899837649824, NV=38}
Individual{TOC=18739.499024335142, NV=31}
Individual{TOC=15907.93041863103, NV=44}
Individual{TOC=16656.170115856676, NV=40}
Individual{TOC=16049.110079303424, NV=42}
Individual{TOC=15721.031712944097, NV=49}
Individual{TOC=14529.191387209923, NV=98}
Individual{TOC=14543.65139191129, NV=96}
Individual{TOC=14601.850969993779, NV=91}
Individual{TOC=14682.987874131291, NV=82}
Individual{TOC=14739.494008576437, NV=78}
Individual{TOC=14902.313116998399, NV=73}
Individual{TOC=15670.544686990414, NV=52}
Individual{TOC=15387.15697069648, NV=59}
Individual{TOC=16745.145737362072, NV=39}
Individual{TOC=17327.16687339214, NV=34}
Individual{TOC=15437.988150428699, NV=56}
Individual{TOC=17665.335195918422, NV=33}
Individual{TOC=17041.670839695802, NV=37}
Individual{TOC=15795.522507148266, NV=47}
Individual{TOC=17280.21828503498, NV=35}
Individual{TOC=14870.106435928694, NV=76}
Individual{TOC=17776.274862607777, NV=32}
Individual{TOC=15630.584829645602, NV=53}
runTime = 2079960.437346ms
