Individual{TOC=15747.275834340606, NV=48}
Individual{TOC=15801.975393368828, NV=47}
Individual{TOC=16146.230796448663, NV=38}
Individual{TOC=15587.230265297267, NV=61}
Individual{TOC=16942.396300778586, NV=32}
Individual{TOC=15534.224147497547, NV=66}
Individual{TOC=17349.132850781312, NV=31}
Individual{TOC=16002.432270324369, NV=40}
Individual{TOC=16185.276285462578, NV=37}
Individual{TOC=15662.296313118475, NV=54}
Individual{TOC=16589.013839763724, NV=34}
Individual{TOC=16794.340987367366, NV=33}
Individual{TOC=16282.309387636118, NV=35}
runTime = 2128675.753767ms
