Individual{TOC=14793.91047979812, NV=98}
Individual{TOC=16129.166849910016, NV=57}
Individual{TOC=14770.745552451404, NV=102}
Individual{TOC=16407.77159539174, NV=49}
Individual{TOC=18333.178564932976, NV=38}
Individual{TOC=17166.067421867778, NV=41}
Individual{TOC=15999.045831434238, NV=60}
Individual{TOC=15304.33658954148, NV=77}
Individual{TOC=15338.80466020935, NV=69}
Individual{TOC=15135.850637933392, NV=84}
Individual{TOC=16446.848043505386, NV=46}
Individual{TOC=18115.495204192128, NV=39}
Individual{TOC=16578.01851452154, NV=45}
Individual{TOC=16180.91138794719, NV=51}
Individual{TOC=17843.07998833064, NV=40}
Individual{TOC=18534.841005415838, NV=37}
Individual{TOC=15105.104301012778, NV=91}
Individual{TOC=15212.16901558483, NV=78}
Individual{TOC=14762.957982344384, NV=107}
Individual{TOC=15451.279943010957, NV=61}
Individual{TOC=19156.372851914115, NV=36}
Individual{TOC=20253.33920956301, NV=34}
Individual{TOC=16360.877698043849, NV=50}
Individual{TOC=16593.30352623669, NV=43}
Individual{TOC=19720.544865117474, NV=35}
runTime = 2495313.978855ms
