Individual{TOC=15734.243372368552, NV=40}
Individual{TOC=17004.165450418906, NV=33}
Individual{TOC=14699.230342064287, NV=55}
Individual{TOC=14996.721784889596, NV=48}
Individual{TOC=15029.2780965939, NV=46}
Individual{TOC=15116.555437464203, NV=45}
Individual{TOC=15385.846188848624, NV=44}
Individual{TOC=16032.14265665613, NV=39}
Individual{TOC=16610.880073907167, NV=35}
Individual{TOC=16353.294085070936, NV=36}
Individual{TOC=15410.286222934448, NV=42}
Individual{TOC=16691.220395816767, NV=34}
Individual{TOC=16136.628217823965, NV=38}
Individual{TOC=15565.807910484442, NV=41}
runTime = 1654878.015833ms
