Individual{TOC=15646.16024257105, NV=43}
Individual{TOC=15865.924260370659, NV=40}
Individual{TOC=16777.216975237014, NV=33}
Individual{TOC=15321.119874885764, NV=44}
Individual{TOC=14855.01151421988, NV=46}
Individual{TOC=16034.003169058395, NV=38}
Individual{TOC=13893.173372333558, NV=55}
Individual{TOC=13940.823238716419, NV=54}
Individual{TOC=13974.550149251583, NV=53}
Individual{TOC=14093.801589114279, NV=51}
Individual{TOC=14372.106643465839, NV=49}
Individual{TOC=14529.026346150657, NV=47}
Individual{TOC=16536.37946443567, NV=35}
Individual{TOC=16159.58810146017, NV=36}
Individual{TOC=14351.254291418929, NV=50}
Individual{TOC=13823.92878945419, NV=56}
Individual{TOC=14043.647225641942, NV=52}
runTime = 2025717.094444ms
