Individual{TOC=5249.3508676250085, NV=22}
Individual{TOC=4985.448605377291, NV=27}
Individual{TOC=5363.428210768177, NV=18}
Individual{TOC=4875.325069925393, NV=30}
Individual{TOC=4995.623242526422, NV=26}
Individual{TOC=5089.8746516978135, NV=23}
Individual{TOC=5288.357680145124, NV=21}
Individual{TOC=4773.634117170866, NV=32}
Individual{TOC=5664.667142291462, NV=12}
Individual{TOC=5487.664625639942, NV=13}
Individual{TOC=4781.110641787971, NV=31}
Individual{TOC=5440.38877162465, NV=15}
runTime = 2827996.786067ms
