Individual{TOC=22244.694035366574, NV=37}
Individual{TOC=16978.914825663698, NV=73}
Individual{TOC=21109.283196757493, NV=40}
Individual{TOC=20558.292065793794, NV=42}
Individual{TOC=20694.27041960445, NV=41}
Individual{TOC=20241.971354204656, NV=45}
Individual{TOC=20350.27295283437, NV=44}
Individual{TOC=23832.391075474912, NV=32}
Individual{TOC=19452.44020385456, NV=53}
Individual{TOC=18193.83937251226, NV=64}
Individual{TOC=19446.689258608396, NV=55}
Individual{TOC=19213.91692069532, NV=57}
Individual{TOC=21462.94841499549, NV=39}
Individual{TOC=20432.411503739375, NV=43}
Individual{TOC=22866.328565801217, NV=35}
Individual{TOC=16531.784058765872, NV=84}
Individual{TOC=19541.277238228024, NV=50}
Individual{TOC=16347.989481814882, NV=89}
Individual{TOC=16451.158464322147, NV=85}
Individual{TOC=16546.38417607076, NV=81}
Individual{TOC=16674.822793159554, NV=79}
Individual{TOC=17735.35350688613, NV=71}
Individual{TOC=18069.948189589264, NV=69}
Individual{TOC=18622.781514529837, NV=59}
Individual{TOC=23408.61999208247, NV=33}
runTime = 1815597.250375ms
