Individual{TOC=16913.096367142207, NV=44}
Individual{TOC=17059.312026769654, NV=43}
Individual{TOC=16391.76352429434, NV=49}
Individual{TOC=16539.886978840987, NV=46}
Individual{TOC=16679.275147134602, NV=45}
Individual{TOC=16485.553983878388, NV=47}
Individual{TOC=15875.827326505045, NV=51}
Individual{TOC=17542.75497110055, NV=40}
Individual{TOC=15045.40014147414, NV=54}
Individual{TOC=18763.85385294352, NV=39}
Individual{TOC=13712.831797550934, NV=66}
Individual{TOC=13785.044655168227, NV=64}
Individual{TOC=13861.939704296105, NV=61}
Individual{TOC=13876.776442070859, NV=60}
Individual{TOC=14008.24551180146, NV=58}
Individual{TOC=14694.924718529055, NV=57}
Individual{TOC=15351.402487605392, NV=52}
runTime = 2017184.839161ms
