Individual{TOC=4857.71106551344, NV=22}
Individual{TOC=4948.497415872832, NV=18}
Individual{TOC=4971.218295132109, NV=17}
Individual{TOC=4901.152534667055, NV=20}
Individual{TOC=5318.414732108981, NV=13}
Individual{TOC=5422.9542104259735, NV=11}
Individual{TOC=4911.579833815679, NV=19}
Individual{TOC=5058.679578268334, NV=14}
Individual{TOC=4850.621555291088, NV=23}
Individual{TOC=5393.402313511664, NV=12}
Individual{TOC=5019.832263130388, NV=16}
Individual{TOC=5044.797220619759, NV=15}
runTime = 2561497.532944ms
