Individual{TOC=13092.618658931864, NV=52}
Individual{TOC=13152.051761630122, NV=47}
Individual{TOC=12996.359730383727, NV=63}
Individual{TOC=13033.270179300547, NV=55}
Individual{TOC=13383.911770215947, NV=46}
Individual{TOC=13923.866462332051, NV=45}
Individual{TOC=14158.911906124975, NV=43}
Individual{TOC=14427.538305602544, NV=42}
Individual{TOC=14894.388149302966, NV=41}
Individual{TOC=15683.670404263255, NV=35}
Individual{TOC=15635.984552751506, NV=36}
Individual{TOC=14945.745971626955, NV=40}
Individual{TOC=15922.763929980352, NV=32}
Individual{TOC=15448.701786072583, NV=37}
Individual{TOC=13011.66638088813, NV=59}
Individual{TOC=15035.324867655141, NV=39}
Individual{TOC=15192.893931564558, NV=38}
Individual{TOC=16586.724974368317, NV=31}
Individual{TOC=15893.711163336018, NV=34}
Individual{TOC=17562.735063457574, NV=30}
runTime = 2179380.529857ms
