Individual{TOC=16721.4798912528, NV=31}
Individual{TOC=14550.816791298785, NV=41}
Individual{TOC=13921.796358726217, NV=46}
Individual{TOC=13327.976258454606, NV=53}
Individual{TOC=13535.602585016128, NV=48}
Individual{TOC=16335.605848535748, NV=32}
Individual{TOC=15866.331224269103, NV=35}
Individual{TOC=13350.321416177458, NV=51}
Individual{TOC=13689.858319495848, NV=47}
Individual{TOC=14054.19893563071, NV=45}
Individual{TOC=14147.69921628436, NV=43}
Individual{TOC=16011.408743901466, NV=34}
Individual{TOC=16164.58103414258, NV=33}
Individual{TOC=13376.614374607807, NV=50}
Individual{TOC=14786.779348884666, NV=39}
Individual{TOC=15176.47245451599, NV=36}
Individual{TOC=14924.932630754889, NV=37}
runTime = 1777095.676912ms
