Individual{TOC=18889.597996871493, NV=34}
Individual{TOC=16876.25310317703, NV=47}
Individual{TOC=16562.959008674497, NV=56}
Individual{TOC=16573.44371954685, NV=55}
Individual{TOC=17101.99937776915, NV=46}
Individual{TOC=17363.508719362617, NV=42}
Individual{TOC=17614.921613330884, NV=39}
Individual{TOC=18026.314906515818, NV=37}
Individual{TOC=17844.20602368764, NV=38}
Individual{TOC=16671.952891267232, NV=50}
Individual{TOC=16641.480856136688, NV=54}
Individual{TOC=18265.632489099447, NV=35}
Individual{TOC=18104.057557862983, NV=36}
Individual{TOC=16658.601536357975, NV=51}
runTime = 1329262.308425ms
