Individual{TOC=16692.577294955463, NV=33}
Individual{TOC=15647.235276200321, NV=36}
Individual{TOC=13645.288996848838, NV=52}
Individual{TOC=15634.643180324012, NV=37}
Individual{TOC=15914.143364426907, NV=34}
Individual{TOC=13624.578532483201, NV=53}
Individual{TOC=14269.507491554079, NV=42}
Individual{TOC=13712.26857123456, NV=50}
Individual{TOC=13671.951879345263, NV=51}
Individual{TOC=13764.48130118846, NV=49}
Individual{TOC=13874.48916810527, NV=48}
Individual{TOC=14058.869702959957, NV=43}
Individual{TOC=14882.135936038138, NV=40}
Individual{TOC=15553.732491171486, NV=39}
runTime = 1976241.133561ms
