Individual{TOC=14401.62824957411, NV=54}
Individual{TOC=14655.190302878193, NV=48}
Individual{TOC=15784.436990209604, NV=34}
Individual{TOC=14923.613368371545, NV=41}
Individual{TOC=14091.874249855677, NV=65}
Individual{TOC=14219.470710853551, NV=62}
Individual{TOC=14334.104356607562, NV=57}
Individual{TOC=14443.191310900906, NV=53}
Individual{TOC=15008.14127814561, NV=40}
Individual{TOC=14796.880155974388, NV=42}
Individual{TOC=14791.26945208398, NV=44}
Individual{TOC=14668.350535786478, NV=46}
Individual{TOC=14627.679976301506, NV=49}
Individual{TOC=16855.699999286746, NV=31}
Individual{TOC=15947.024117698988, NV=33}
Individual{TOC=14568.251037807066, NV=51}
Individual{TOC=16588.54581246729, NV=32}
Individual{TOC=15025.801310105478, NV=39}
Individual{TOC=15693.388373877115, NV=35}
Individual{TOC=15421.598168321601, NV=36}
Individual{TOC=15200.752061303598, NV=38}
runTime = 1662175.220428ms
