Individual{TOC=14267.727405787116, NV=33}
Individual{TOC=14787.548425242918, NV=29}
Individual{TOC=13518.987045987578, NV=39}
Individual{TOC=14432.94032255915, NV=31}
Individual{TOC=12873.54141025704, NV=52}
Individual{TOC=14701.174836379294, NV=30}
Individual{TOC=14944.762637545331, NV=27}
Individual{TOC=12984.809287549988, NV=44}
Individual{TOC=13071.20837245027, NV=42}
Individual{TOC=13626.166941516058, NV=38}
Individual{TOC=13835.464362268236, NV=36}
Individual{TOC=13928.022199449151, NV=35}
Individual{TOC=13938.522893239335, NV=34}
runTime = 2562733.97425ms
