Individual{TOC=18276.592447550687, NV=48}
Individual{TOC=15766.943506290445, NV=75}
Individual{TOC=17321.23330581839, NV=54}
Individual{TOC=18635.089829171025, NV=40}
Individual{TOC=18991.809627555693, NV=34}
Individual{TOC=18623.985026619262, NV=42}
Individual{TOC=18807.58617854937, NV=37}
Individual{TOC=18935.3155010187, NV=36}
Individual{TOC=15941.890033669237, NV=71}
Individual{TOC=16105.402362253191, NV=68}
Individual{TOC=16428.01161285696, NV=65}
Individual{TOC=16615.05271595818, NV=61}
Individual{TOC=16695.503042009506, NV=57}
Individual{TOC=17039.478758388756, NV=55}
Individual{TOC=17520.838878810886, NV=50}
Individual{TOC=18472.080743122093, NV=45}
Individual{TOC=19506.9616221845, NV=33}
Individual{TOC=18141.42026040992, NV=49}
Individual{TOC=18506.400666299196, NV=44}
Individual{TOC=18319.135338364176, NV=47}
Individual{TOC=19571.21291671922, NV=32}
Individual{TOC=15819.009893910252, NV=74}
runTime = 1796308.437361ms
