Individual{TOC=16992.283724962595, NV=54}
Individual{TOC=16785.500211436698, NV=55}
Individual{TOC=17486.678203445867, NV=46}
Individual{TOC=17582.40931196189, NV=44}
Individual{TOC=15423.739599078488, NV=85}
Individual{TOC=17794.062848813257, NV=43}
Individual{TOC=18425.512805848713, NV=39}
Individual{TOC=17091.240386651705, NV=53}
Individual{TOC=17806.754495585486, NV=42}
Individual{TOC=15471.175821197787, NV=81}
Individual{TOC=15534.80349765789, NV=73}
Individual{TOC=15840.754563653985, NV=67}
Individual{TOC=16571.744430082985, NV=62}
Individual{TOC=16748.137537509185, NV=57}
Individual{TOC=18989.920181747526, NV=38}
Individual{TOC=17984.394303984114, NV=40}
Individual{TOC=17426.80562057136, NV=47}
Individual{TOC=17210.513316632656, NV=52}
runTime = 1847146.277509ms
