Individual{TOC=17020.203898756616, NV=35}
Individual{TOC=19031.668515101803, NV=31}
Individual{TOC=17221.88357329489, NV=34}
Individual{TOC=15042.112797945034, NV=54}
Individual{TOC=15188.075436118195, NV=52}
Individual{TOC=17315.586329455768, NV=32}
Individual{TOC=16463.565311530667, NV=37}
Individual{TOC=16285.058469083531, NV=38}
Individual{TOC=15409.241032327329, NV=46}
Individual{TOC=15314.811897683643, NV=49}
Individual{TOC=15349.580651707869, NV=47}
Individual{TOC=15433.600763933086, NV=43}
Individual{TOC=15612.61754754024, NV=42}
Individual{TOC=15910.116259335344, NV=41}
Individual{TOC=16069.638909662759, NV=40}
Individual{TOC=16157.091508420268, NV=39}
Individual{TOC=16709.767638871912, NV=36}
runTime = 1696760.827454ms
