Individual{TOC=5227.212073110633, NV=25}
Individual{TOC=5234.690175075917, NV=23}
Individual{TOC=5185.307869218483, NV=27}
Individual{TOC=5227.536526754693, NV=24}
Individual{TOC=5320.741019977544, NV=18}
Individual{TOC=5290.536410871682, NV=19}
Individual{TOC=5588.236198424907, NV=15}
Individual{TOC=5587.6229041352035, NV=16}
Individual{TOC=5264.232862784141, NV=20}
Individual{TOC=5444.0622526167335, NV=17}
Individual{TOC=5263.34162397983, NV=22}
Individual{TOC=6113.823329180116, NV=13}
Individual{TOC=5707.213576363574, NV=14}
runTime = 923885.551809ms
