Individual{TOC=15363.143066695906, NV=34}
Individual{TOC=13202.532463983662, NV=48}
Individual{TOC=13277.240273156533, NV=46}
Individual{TOC=13589.761722767269, NV=42}
Individual{TOC=13292.745509167467, NV=43}
Individual{TOC=14742.17693150312, NV=35}
Individual{TOC=13104.678534437453, NV=52}
Individual{TOC=13123.481428479152, NV=49}
Individual{TOC=13688.720144632729, NV=41}
Individual{TOC=13941.760498779418, NV=37}
Individual{TOC=14265.163285510525, NV=36}
Individual{TOC=16930.899615955368, NV=33}
runTime = 1781650.812104ms
