Individual{TOC=14612.062342472742, NV=55}
Individual{TOC=17355.276358325398, NV=39}
Individual{TOC=17807.847917003295, NV=37}
Individual{TOC=15005.062942466602, NV=47}
Individual{TOC=15853.914139335857, NV=42}
Individual{TOC=15757.81752274587, NV=43}
Individual{TOC=17579.524390243456, NV=38}
Individual{TOC=17198.128981145943, NV=40}
Individual{TOC=14707.246607608993, NV=52}
Individual{TOC=14512.758172802423, NV=56}
Individual{TOC=14709.669257558835, NV=49}
Individual{TOC=15416.484173523037, NV=46}
Individual{TOC=14987.179770961318, NV=48}
Individual{TOC=15528.222061239387, NV=45}
Individual{TOC=14709.33800306613, NV=50}
runTime = 1948708.502375ms
