Individual{TOC=5066.285046042039, NV=30}
Individual{TOC=5117.5634396211935, NV=23}
Individual{TOC=5373.228730481962, NV=18}
Individual{TOC=5162.612081041739, NV=20}
Individual{TOC=5141.686408462745, NV=21}
Individual{TOC=5935.508797376945, NV=12}
Individual{TOC=5701.151304570238, NV=13}
Individual{TOC=5461.652251975468, NV=16}
Individual{TOC=5060.274545548274, NV=32}
Individual{TOC=5010.3175381076935, NV=37}
Individual{TOC=5472.393624912521, NV=15}
Individual{TOC=5572.073386897417, NV=14}
Individual{TOC=5087.926785403898, NV=27}
Individual{TOC=5044.30011355221, NV=34}
runTime = 2481582.94106ms
