Individual{TOC=13835.621447107791, NV=30}
Individual{TOC=13932.94175643131, NV=29}
Individual{TOC=13323.08034314138, NV=31}
Individual{TOC=11866.509518104225, NV=44}
Individual{TOC=12163.858640108361, NV=41}
Individual{TOC=12386.879120540158, NV=39}
Individual{TOC=12392.291004890243, NV=38}
Individual{TOC=12413.03531721743, NV=35}
Individual{TOC=12563.71871475655, NV=34}
Individual{TOC=12713.815938082927, NV=32}
Individual{TOC=14349.68076577664, NV=28}
Individual{TOC=12039.820517634882, NV=42}
runTime = 2445611.457967ms
