Individual{TOC=13982.768123472117, NV=42}
Individual{TOC=14037.300479969907, NV=41}
Individual{TOC=14880.638991240648, NV=33}
Individual{TOC=13558.098953161702, NV=48}
Individual{TOC=14202.592908274291, NV=37}
Individual{TOC=12835.792410971884, NV=60}
Individual{TOC=13047.222501948043, NV=56}
Individual{TOC=14551.547628669196, NV=34}
Individual{TOC=16194.344744185282, NV=29}
Individual{TOC=15997.597302684264, NV=30}
Individual{TOC=14121.874705800814, NV=40}
Individual{TOC=14131.646386651402, NV=38}
Individual{TOC=13939.143674544766, NV=43}
Individual{TOC=14932.223534972369, NV=32}
Individual{TOC=14259.786176337242, NV=36}
Individual{TOC=15091.480228338183, NV=31}
Individual{TOC=16379.489617332756, NV=28}
Individual{TOC=12673.346462923555, NV=61}
Individual{TOC=12996.873937095368, NV=59}
Individual{TOC=13059.855622625151, NV=54}
Individual{TOC=13130.511272951186, NV=51}
Individual{TOC=13306.787691338079, NV=50}
Individual{TOC=13758.377001208388, NV=44}
runTime = 2353343.317319ms
