Individual{TOC=20053.407764083924, NV=32}
Individual{TOC=20755.603162722862, NV=31}
Individual{TOC=19532.11296555622, NV=33}
Individual{TOC=19069.807279332752, NV=36}
Individual{TOC=19177.21311125321, NV=34}
Individual{TOC=19081.90475475684, NV=35}
Individual{TOC=18531.42486422698, NV=37}
Individual{TOC=18119.427811489277, NV=38}
Individual{TOC=14171.560092289916, NV=52}
Individual{TOC=14578.710883892505, NV=50}
Individual{TOC=15485.155227620573, NV=43}
Individual{TOC=17622.91577353059, NV=41}
Individual{TOC=17826.483620663803, NV=39}
Individual{TOC=13912.281098458201, NV=54}
Individual{TOC=13646.136348953472, NV=65}
Individual{TOC=13756.849957262682, NV=59}
Individual{TOC=13836.350368338157, NV=57}
Individual{TOC=13839.549323029114, NV=56}
Individual{TOC=14386.92371409747, NV=51}
Individual{TOC=14617.290332569171, NV=45}
runTime = 1999726.147644ms
