Individual{TOC=18933.24417343734, NV=42}
Individual{TOC=18907.40007938783, NV=43}
Individual{TOC=16547.736762491542, NV=47}
Individual{TOC=15285.380982269351, NV=53}
Individual{TOC=15067.952490348951, NV=56}
Individual{TOC=15657.531393248519, NV=51}
Individual{TOC=17489.8275283806, NV=45}
Individual{TOC=14896.195936444661, NV=57}
Individual{TOC=15256.822554845097, NV=54}
Individual{TOC=19120.056812359377, NV=40}
Individual{TOC=14495.991671860178, NV=73}
Individual{TOC=16030.84328498237, NV=50}
Individual{TOC=17158.23302615761, NV=46}
Individual{TOC=22998.27308583805, NV=38}
Individual{TOC=20072.89381356867, NV=39}
Individual{TOC=14783.670539218294, NV=59}
Individual{TOC=16038.32441004211, NV=49}
Individual{TOC=16177.632465466226, NV=48}
runTime = 1982364.558021ms
