Individual{TOC=15256.94502562801, NV=42}
Individual{TOC=14404.56542595646, NV=57}
Individual{TOC=16766.876240467573, NV=34}
Individual{TOC=16258.458778457276, NV=36}
Individual{TOC=16411.506626274797, NV=35}
Individual{TOC=16157.79105227879, NV=37}
Individual{TOC=14929.848309429664, NV=45}
Individual{TOC=15085.578172155003, NV=44}
Individual{TOC=15168.084314942016, NV=43}
Individual{TOC=16033.303032324318, NV=38}
Individual{TOC=15449.48458639297, NV=39}
Individual{TOC=15384.47176082361, NV=40}
Individual{TOC=14458.585072569835, NV=55}
Individual{TOC=14647.725205659455, NV=51}
Individual{TOC=14868.797313298508, NV=50}
Individual{TOC=14875.716603193632, NV=48}
runTime = 1688618.564865ms
