Individual{TOC=12701.058097965293, NV=34}
Individual{TOC=12272.370605469052, NV=48}
Individual{TOC=13012.999453951139, NV=33}
Individual{TOC=13109.585761709497, NV=31}
Individual{TOC=13372.458582060604, NV=29}
Individual{TOC=12293.895450119133, NV=42}
Individual{TOC=12488.174588089736, NV=37}
Individual{TOC=12692.457100841551, NV=35}
Individual{TOC=12399.439616853295, NV=40}
Individual{TOC=12455.428660613512, NV=38}
Individual{TOC=13094.35418172141, NV=32}
Individual{TOC=13165.275478809159, NV=30}
runTime = 2507418.505747ms
