Individual{TOC=5196.783157407963, NV=20}
Individual{TOC=5181.070836317664, NV=21}
Individual{TOC=5103.034652091193, NV=25}
Individual{TOC=5076.2194357329145, NV=30}
Individual{TOC=5275.136569734012, NV=18}
Individual{TOC=5650.545792456549, NV=12}
Individual{TOC=5082.45422320133, NV=28}
Individual{TOC=5314.0706257263355, NV=17}
Individual{TOC=5518.053804241178, NV=13}
Individual{TOC=5094.709096106723, NV=26}
Individual{TOC=5496.884809066086, NV=14}
Individual{TOC=5260.206368470294, NV=19}
Individual{TOC=5443.238991048687, NV=15}
Individual{TOC=5400.480820466909, NV=16}
runTime = 2388879.938741ms
