Individual{TOC=14865.33001538488, NV=59}
Individual{TOC=14309.017275358205, NV=94}
Individual{TOC=14611.504507373507, NV=66}
Individual{TOC=14883.501014894018, NV=52}
Individual{TOC=15662.388133147942, NV=39}
Individual{TOC=14226.194937797072, NV=100}
Individual{TOC=14462.288754054665, NV=77}
Individual{TOC=14727.338725534462, NV=65}
Individual{TOC=15783.706357866991, NV=35}
Individual{TOC=15697.212063770874, NV=38}
Individual{TOC=16550.974639539174, NV=32}
Individual{TOC=16879.47529419598, NV=31}
Individual{TOC=16344.473647497072, NV=33}
Individual{TOC=15036.19283419366, NV=44}
Individual{TOC=15148.580016511154, NV=43}
Individual{TOC=15447.821041296838, NV=41}
Individual{TOC=15727.92533742476, NV=37}
Individual{TOC=14895.064070523309, NV=47}
Individual{TOC=14809.251059333994, NV=60}
Individual{TOC=15978.265016275656, NV=34}
Individual{TOC=14982.180554079174, NV=45}
Individual{TOC=15178.88332391817, NV=42}
Individual{TOC=14959.752687944258, NV=46}
runTime = 2258969.618823ms
