Individual{TOC=13570.841726364959, NV=45}
Individual{TOC=13579.782666052375, NV=40}
Individual{TOC=13763.550159025384, NV=37}
Individual{TOC=14690.097904720968, NV=29}
Individual{TOC=13665.248973988528, NV=39}
Individual{TOC=13702.967828836461, NV=38}
Individual{TOC=14099.462750852243, NV=32}
Individual{TOC=14173.046670724858, NV=31}
Individual{TOC=14320.210635455524, NV=30}
Individual{TOC=13924.145711162135, NV=33}
Individual{TOC=13880.237842494895, NV=34}
Individual{TOC=13818.413456539902, NV=36}
runTime = 1904814.896148ms
