Individual{TOC=14660.336564454274, NV=41}
Individual{TOC=14406.960212048849, NV=44}
Individual{TOC=13580.779201483596, NV=81}
Individual{TOC=14343.311246119143, NV=45}
Individual{TOC=14588.856301935552, NV=42}
Individual{TOC=13605.769254646268, NV=76}
Individual{TOC=13643.791994106346, NV=75}
Individual{TOC=13716.243308758154, NV=73}
Individual{TOC=13926.091473880237, NV=65}
Individual{TOC=15171.66081143544, NV=36}
Individual{TOC=14227.8612243651, NV=46}
Individual{TOC=14664.239233460536, NV=39}
Individual{TOC=15658.674032763316, NV=30}
Individual{TOC=15546.63438969475, NV=31}
Individual{TOC=15510.610257378501, NV=33}
Individual{TOC=14900.724168197683, NV=37}
Individual{TOC=14075.415041019392, NV=50}
runTime = 2594620.51341ms
