Individual{TOC=12870.753116907821, NV=49}
Individual{TOC=13064.012501905472, NV=37}
Individual{TOC=13220.155489550985, NV=30}
Individual{TOC=12841.521493265536, NV=53}
Individual{TOC=12664.895024264635, NV=58}
Individual{TOC=12697.948435605915, NV=57}
Individual{TOC=12775.367570897168, NV=56}
Individual{TOC=12990.20986223097, NV=40}
Individual{TOC=13116.65665439058, NV=31}
Individual{TOC=12973.619412429323, NV=42}
Individual{TOC=13762.6530218377, NV=29}
Individual{TOC=14204.383279242373, NV=28}
runTime = 2813703.44859ms
