Individual{TOC=15708.688164756612, NV=31}
Individual{TOC=14408.260488252798, NV=64}
Individual{TOC=14462.360695464251, NV=62}
Individual{TOC=14509.695535396742, NV=57}
Individual{TOC=14584.360169323272, NV=52}
Individual{TOC=14879.696209970916, NV=46}
Individual{TOC=15073.599521944687, NV=42}
Individual{TOC=15336.476153651576, NV=33}
Individual{TOC=15139.67288626413, NV=35}
Individual{TOC=15851.682676762483, NV=29}
Individual{TOC=15144.650577188364, NV=34}
Individual{TOC=15034.402403428336, NV=43}
Individual{TOC=16190.499902280797, NV=28}
Individual{TOC=15554.053450174224, NV=32}
runTime = 2893659.572668ms
