Individual{TOC=19058.5978422371, NV=37}
Individual{TOC=18077.469150765544, NV=38}
Individual{TOC=19994.84596475559, NV=36}
Individual{TOC=13823.789804379016, NV=59}
Individual{TOC=14083.757836309023, NV=51}
Individual{TOC=14314.494792877524, NV=48}
Individual{TOC=17128.49452005382, NV=41}
Individual{TOC=17134.148209135743, NV=39}
Individual{TOC=15597.829452729713, NV=46}
Individual{TOC=13979.677170085104, NV=57}
Individual{TOC=13692.042947563034, NV=61}
Individual{TOC=14253.96070299912, NV=49}
Individual{TOC=14474.683452905776, NV=47}
Individual{TOC=16646.891391724053, NV=44}
Individual{TOC=16957.056773987606, NV=42}
runTime = 2063691.705663ms
