Individual{TOC=15637.711537653799, NV=46}
Individual{TOC=15886.825667889883, NV=40}
Individual{TOC=15827.578780026757, NV=41}
Individual{TOC=16033.164900925307, NV=35}
Individual{TOC=15756.401518302, NV=44}
Individual{TOC=16226.753908904388, NV=34}
Individual{TOC=15685.836679252761, NV=45}
Individual{TOC=15432.58128242533, NV=61}
Individual{TOC=15590.600194724999, NV=54}
Individual{TOC=15793.879114849213, NV=43}
Individual{TOC=15822.684806735047, NV=42}
Individual{TOC=15936.154871127876, NV=37}
Individual{TOC=15520.053356515413, NV=55}
Individual{TOC=16292.953401060873, NV=32}
Individual{TOC=16271.059950005765, NV=33}
runTime = 1924181.437009ms
