Individual{TOC=16302.960049252442, NV=35}
Individual{TOC=14490.802924420917, NV=51}
Individual{TOC=14700.60641868755, NV=47}
Individual{TOC=15914.018274299104, NV=36}
Individual{TOC=16386.18215825093, NV=34}
Individual{TOC=14559.76394286775, NV=49}
Individual{TOC=15208.49291536988, NV=44}
Individual{TOC=14509.31590215991, NV=50}
Individual{TOC=14943.955982525027, NV=45}
Individual{TOC=15245.926305472822, NV=42}
Individual{TOC=15277.343306011115, NV=40}
Individual{TOC=15380.882477238825, NV=39}
Individual{TOC=15242.742590238007, NV=43}
runTime = 1859540.296664ms
