Individual{TOC=4577.2029518837235, NV=27}
Individual{TOC=4781.048036854333, NV=22}
Individual{TOC=4708.361815655739, NV=23}
Individual{TOC=4528.416816948443, NV=30}
Individual{TOC=4897.955040981297, NV=21}
Individual{TOC=5471.783551455167, NV=15}
Individual{TOC=4567.940162392455, NV=29}
Individual{TOC=4597.663164309396, NV=24}
Individual{TOC=5686.105001969377, NV=13}
Individual{TOC=5506.147056072075, NV=14}
Individual{TOC=4932.865680024758, NV=20}
Individual{TOC=5112.007870606236, NV=17}
Individual{TOC=5125.775326118134, NV=16}
Individual{TOC=4981.559745585699, NV=18}
runTime = 2382808.987765ms
