Individual{TOC=18529.263531299584, NV=40}
Individual{TOC=15485.494490940431, NV=76}
Individual{TOC=17701.22798814735, NV=45}
Individual{TOC=17950.650053102578, NV=44}
Individual{TOC=17169.16459226488, NV=47}
Individual{TOC=15641.204864117219, NV=70}
Individual{TOC=15791.880851000074, NV=68}
Individual{TOC=16228.962401192264, NV=53}
Individual{TOC=15879.325607827683, NV=57}
Individual{TOC=16733.870080029308, NV=48}
Individual{TOC=18973.93954718441, NV=35}
Individual{TOC=19565.810502631997, NV=31}
Individual{TOC=19238.081528004666, NV=33}
Individual{TOC=18581.41278144123, NV=38}
Individual{TOC=18397.51309684529, NV=41}
Individual{TOC=15360.732450624046, NV=82}
Individual{TOC=18358.990262026782, NV=43}
runTime = 2396562.835197ms
