Individual{TOC=15952.272751085107, NV=48}
Individual{TOC=16132.226870920498, NV=46}
Individual{TOC=17468.26232666156, NV=35}
Individual{TOC=17465.74758707173, NV=36}
Individual{TOC=17156.433032323854, NV=38}
Individual{TOC=14972.96108558782, NV=78}
Individual{TOC=15159.45721623634, NV=72}
Individual{TOC=15520.191486912798, NV=58}
Individual{TOC=15645.653866104583, NV=49}
Individual{TOC=16383.340039187844, NV=43}
Individual{TOC=16512.90840127293, NV=41}
Individual{TOC=17242.609732865225, NV=37}
Individual{TOC=18451.35010895037, NV=33}
runTime = 2200715.920713ms
