Individual{TOC=17114.384833899232, NV=51}
Individual{TOC=16924.808977485063, NV=54}
Individual{TOC=16466.1450520179, NV=57}
Individual{TOC=16591.987654442968, NV=56}
Individual{TOC=16634.50319104309, NV=55}
Individual{TOC=18164.752903837518, NV=39}
Individual{TOC=21336.89547769228, NV=37}
Individual{TOC=21500.499338288417, NV=36}
Individual{TOC=14646.125155637137, NV=81}
Individual{TOC=14904.29336125482, NV=76}
Individual{TOC=17309.887790010234, NV=46}
Individual{TOC=16127.171037765736, NV=60}
Individual{TOC=18090.0587954802, NV=40}
Individual{TOC=13984.363852907081, NV=88}
Individual{TOC=14151.452801465795, NV=86}
Individual{TOC=14317.696847572422, NV=84}
Individual{TOC=14489.35907228391, NV=83}
Individual{TOC=15142.760924985869, NV=71}
Individual{TOC=15513.756979640055, NV=69}
Individual{TOC=16268.260202548528, NV=58}
Individual{TOC=15754.305532453278, NV=68}
Individual{TOC=17754.688175811567, NV=41}
Individual{TOC=16106.585468955182, NV=65}
Individual{TOC=22550.318984810143, NV=35}
Individual{TOC=17223.701495629415, NV=50}
Individual{TOC=20655.043529078346, NV=38}
Individual{TOC=17408.929507223616, NV=42}
Individual{TOC=16080.779895489712, NV=67}
Individual{TOC=17400.284979249733, NV=44}
Individual{TOC=16967.23311976194, NV=52}
runTime = 2190322.029052ms
