Individual{TOC=12792.277981215108, NV=51}
Individual{TOC=13615.743765190899, NV=36}
Individual{TOC=14363.642434201967, NV=30}
Individual{TOC=12482.57284578101, NV=54}
Individual{TOC=12852.810230577026, NV=44}
Individual{TOC=12959.280612327504, NV=42}
Individual{TOC=13229.027725939837, NV=41}
Individual{TOC=13444.065042516486, NV=39}
Individual{TOC=13531.171301293292, NV=38}
Individual{TOC=13928.343929807841, NV=32}
Individual{TOC=14193.216809020838, NV=31}
Individual{TOC=13594.973521706874, NV=37}
Individual{TOC=13436.481685566554, NV=40}
runTime = 2619661.938737ms
