Individual{TOC=13836.838937681072, NV=61}
Individual{TOC=15181.669930836559, NV=39}
Individual{TOC=14745.036018942283, NV=43}
Individual{TOC=17924.4044313498, NV=35}
Individual{TOC=15070.345835000657, NV=40}
Individual{TOC=15219.297178864861, NV=38}
Individual{TOC=13944.908071297452, NV=55}
Individual{TOC=14239.444906701547, NV=52}
Individual{TOC=14377.89369975403, NV=49}
Individual{TOC=15313.186629779719, NV=37}
Individual{TOC=14555.490890803881, NV=45}
Individual{TOC=14080.242037253334, NV=53}
Individual{TOC=17167.984250884783, NV=36}
Individual{TOC=14947.278328069884, NV=41}
runTime = 2251564.259558ms
