Individual{TOC=15928.556370500613, NV=31}
Individual{TOC=15184.933480408787, NV=32}
Individual{TOC=13632.385389353918, NV=37}
Individual{TOC=13920.417073241822, NV=35}
Individual{TOC=14290.56163848309, NV=34}
Individual{TOC=17295.743004798405, NV=28}
Individual{TOC=14365.830392616956, NV=33}
Individual{TOC=12843.230287091717, NV=41}
Individual{TOC=16310.7893783334, NV=30}
Individual{TOC=12619.954670692317, NV=47}
Individual{TOC=12763.087809955843, NV=44}
Individual{TOC=13844.33836069928, NV=36}
Individual{TOC=16646.234498091573, NV=29}
runTime = 2119785.568482ms
