Individual{TOC=16114.056900434367, NV=53}
Individual{TOC=16043.709729912656, NV=55}
Individual{TOC=15711.128006689081, NV=65}
Individual{TOC=16152.590036473604, NV=46}
Individual{TOC=16530.98918106891, NV=41}
Individual{TOC=16367.63477973816, NV=45}
Individual{TOC=16388.50532477235, NV=44}
Individual{TOC=19339.718278782184, NV=33}
Individual{TOC=18240.750868503223, NV=36}
Individual{TOC=19731.109980190286, NV=32}
Individual{TOC=15058.786196007655, NV=81}
Individual{TOC=15293.892711362065, NV=78}
Individual{TOC=15463.578139294368, NV=68}
Individual{TOC=15645.07147944569, NV=67}
Individual{TOC=15740.071410929442, NV=60}
Individual{TOC=15888.205640947537, NV=56}
Individual{TOC=18349.072376670865, NV=34}
Individual{TOC=17639.08312454808, NV=38}
Individual{TOC=17138.527968031358, NV=40}
runTime = 1695898.7074ms
