Individual{TOC=5816.648869059988, NV=19}
Individual{TOC=6006.759625109582, NV=17}
Individual{TOC=5703.817788668807, NV=28}
Individual{TOC=5908.699615417107, NV=18}
Individual{TOC=6809.941785753758, NV=13}
Individual{TOC=5672.417193084711, NV=29}
Individual{TOC=5765.603714674926, NV=22}
Individual{TOC=5748.524909869814, NV=23}
Individual{TOC=7186.797283953918, NV=12}
Individual{TOC=6233.666696318176, NV=15}
Individual{TOC=5712.202308327687, NV=26}
Individual{TOC=5733.198522718502, NV=25}
Individual{TOC=6260.396958896234, NV=14}
runTime = 839655.122213ms
