Individual{TOC=14183.019516693603, NV=36}
Individual{TOC=13402.470553525247, NV=41}
Individual{TOC=14613.657526968775, NV=35}
Individual{TOC=14102.853485146099, NV=37}
Individual{TOC=13228.922685217565, NV=42}
Individual{TOC=13646.932655413693, NV=39}
Individual{TOC=13870.050392683068, NV=38}
Individual{TOC=13450.325898312394, NV=40}
Individual{TOC=13209.412884841848, NV=45}
Individual{TOC=14836.259327267511, NV=33}
Individual{TOC=13160.7872921449, NV=48}
Individual{TOC=13087.407804294735, NV=55}
Individual{TOC=13153.427572884622, NV=50}
runTime = 1894028.077426ms
