Individual{TOC=5635.511283292459, NV=12}
Individual{TOC=4602.8979879399185, NV=30}
Individual{TOC=4642.04879801819, NV=28}
Individual{TOC=4578.545502608683, NV=32}
Individual{TOC=4936.203536108521, NV=18}
Individual{TOC=5344.046540729089, NV=14}
Individual{TOC=4875.683972169664, NV=19}
Individual{TOC=4709.173166252557, NV=23}
Individual{TOC=5404.412826633509, NV=13}
Individual{TOC=5244.876564919249, NV=15}
Individual{TOC=5215.387756365, NV=16}
Individual{TOC=4682.307547736908, NV=26}
Individual{TOC=4793.9876414279415, NV=21}
runTime = 2397352.684653ms
