Individual{TOC=14886.243850069619, NV=57}
Individual{TOC=15231.547048038181, NV=47}
Individual{TOC=16323.089176114068, NV=34}
Individual{TOC=16030.913745225602, NV=38}
Individual{TOC=16043.51410090366, NV=37}
Individual{TOC=18008.372352687304, NV=31}
Individual{TOC=13990.032613157751, NV=75}
Individual{TOC=14041.506485401884, NV=72}
Individual{TOC=14154.13453004989, NV=71}
Individual{TOC=14468.96235830059, NV=62}
Individual{TOC=14722.880957097443, NV=58}
Individual{TOC=14975.399279944784, NV=53}
Individual{TOC=15035.45305057953, NV=51}
Individual{TOC=15095.317718696393, NV=50}
Individual{TOC=15601.896439100885, NV=40}
Individual{TOC=15498.966300933214, NV=42}
Individual{TOC=17005.092653494594, NV=32}
Individual{TOC=15392.392546558442, NV=44}
Individual{TOC=16015.883873488741, NV=39}
runTime = 2152564.3287ms
